,FACILITY_NAME,FAC_FDR,DISTRICT_OFFICE,PENALTY_ISSUE_DATE,PENALTY_NUMBER,DISPOSITION,PENALTY_DETAIL,PENALTY_CATEGORY,APPEALED,CLASS_ASSESSED_INITIAL,CLASS_ASSESSED_FINAL,TOTAL_AMOUNT_INITIAL,TOTAL_AMOUNT_DUE_FINAL
100,CONTRA COSTA REGIONAL MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,East Bay,2010-09-09,20007538,Closed,Failure to Report Breach to CDPH (HSC 1280.15(b)(1)),Breach to person/entity outside facility/hc system,No,FTR BR,,700.0,700.0
101,CONTRA COSTA REGIONAL MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,East Bay,2010-09-09,20007539,Closed,Failure to Report Breach to CDPH (HSC 1280.15(b)(1)),Breach to person/entity outside facility/hc system,No,FTR BR,,700.0,700.0
102,CONTRA COSTA REGIONAL MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,East Bay,2010-09-09,20007540,Closed,Failure to Report Breach to CDPH (HSC 1280.15(b)(1)),Breach to person/entity outside facility/hc system,No,FTR BR,,300.0,300.0
103,CONTRA COSTA REGIONAL MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,East Bay,2010-09-09,20007541,Closed,Failure to Report Breach to CDPH (HSC 1280.15(b)(1)),Breach to person/entity outside facility/hc system,No,FTR BR,,500.0,500.0
104,CONTRA COSTA REGIONAL MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,East Bay,2010-09-09,20007542,Closed,Failure to Report Breach to CDPH (HSC 1280.15(b)(1)),Breach to person/entity outside facility/hc system,No,FTR BR,,2800.0,2800.0
105,CONTRA COSTA REGIONAL MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,East Bay,2010-09-09,20007543,Closed,Failure to Report Breach to CDPH (HSC 1280.15(b)(1)),Breach to person/entity outside facility/hc system,No,FTR BR,,2900.0,2900.0
106,CONTRA COSTA REGIONAL MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,East Bay,2010-09-09,20007544,Closed,Failure to Report Breach to CDPH (HSC 1280.15(b)(1)),Breach to person/entity outside facility/hc system,No,FTR BR,,2300.0,2300.0
107,CONTRA COSTA REGIONAL MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,East Bay,2010-09-09,20007545,Closed,Failure to Report Breach to CDPH (HSC 1280.15(b)(1)),Breach to person/entity outside facility/hc system,No,FTR BR,,2500.0,2500.0
108,JOHN MUIR MEDICAL CENTER-WALNUT CREEK CAMPUS,GENERAL ACUTE CARE HOSPITAL,East Bay,2010-09-13,20007553,Closed,Failure to Report Breach to CDPH (HSC 1280.15(b)(1)),Breach to person/entity outside facility/hc system,No,FTR BR,,200.0,200.0
109,KAISER FOUNDATION HOSPITAL - OAKLAND/RICHMOND,GENERAL ACUTE CARE HOSPITAL,East Bay,2010-09-28,20007601,Closed,Failure to Report Breach to CDPH (HSC 1280.15(b)(1)),Breach by h/c worker within facility/hc system,No,FTR BR,,700.0,700.0
110,ALTA BATES SUMMIT MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,East Bay,2010-10-04,20007608,Closed,Failure to Report Breach to CDPH (HSC 1280.15(b)(1)),Breach by h/c worker within facility/hc system,No,FTR BR,,300.0,300.0
111,ALTA BATES SUMMIT MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,East Bay,2010-10-04,20007610,Closed,Failure to Report Breach to Resident (HSC 1280.15(b)(2)),Breach to person/entity outside facility/hc system,No,FTR RES,,300.0,300.0
112,CONTRA COSTA REGIONAL MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,East Bay,2010-10-14,20007634,Closed,Failure to Report Breach to CDPH (HSC 1280.15(b)(1)),Breach to person/entity outside facility/hc system,No,FTR BR,,1600.0,1600.0
113,CONTRA COSTA REGIONAL MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,East Bay,2010-10-14,20007635,Closed,Failure to Report Breach to Resident (HSC 1280.15(b)(2)),Breach to person/entity outside facility/hc system,No,FTR RES,,1600.0,1600.0
114,CONTRA COSTA REGIONAL MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,East Bay,2010-10-14,20007637,Closed,Failure to Report Breach to Resident (HSC 1280.15(b)(2)),Breach to person/entity outside facility/hc system,No,FTR RES,,1600.0,1600.0
115,CONTRA COSTA REGIONAL MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,East Bay,2010-10-14,20007638,Closed,Failure to Report Breach to CDPH (HSC 1280.15(b)(1)),Breach to person/entity outside facility/hc system,No,FTR BR,,400.0,400.0
116,CONTRA COSTA REGIONAL MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,East Bay,2010-10-14,20007639,Closed,Failure to Report Breach to Resident (HSC 1280.15(b)(2)),Breach to person/entity outside facility/hc system,No,FTR RES,,400.0,400.0
117,UCSF BENIOFF CHILDREN'S HOSPITAL OAKLAND,GENERAL ACUTE CARE HOSPITAL,East Bay,2010-10-18,20007641,Closed,Failure to Report Adverse Events to CDPH (HSC 1280.4),AE12 - Medication error,No,FTR AE,,700.0,700.0
118,CONTRA COSTA REGIONAL MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,East Bay,2010-12-06,20007745,Closed,Failure to Report Breach to CDPH (HSC 1280.15(b)(1)),Breach to person/entity outside facility/hc system,No,FTR BR,,700.0,700.0
119,CONTRA COSTA REGIONAL MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,East Bay,2010-12-06,20007746,Closed,Failure to Report Breach to Resident (HSC 1280.15(b)(2)),Breach to person/entity outside facility/hc system,No,FTR RES,,700.0,700.0
120,CONTRA COSTA REGIONAL MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,East Bay,2010-12-06,20007747,Closed,Failure to Report Breach to CDPH (HSC 1280.15(b)(1)),Breach to person/entity outside facility/hc system,No,FTR BR,,7200.0,7200.0
121,CONTRA COSTA REGIONAL MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,East Bay,2010-12-06,20007748,Closed,Failure to Report Breach to Resident (HSC 1280.15(b)(2)),Breach to person/entity outside facility/hc system,No,FTR RES,,7200.0,7200.0
122,SUTTER DELTA MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,East Bay,2011-01-13,20007761,Closed,AP - Immediate Jeopardy (HSC 1280.3),AE28 - Adverse event or series of adverse events,No,AP IJ,,50000.0,50000.0
123,SUTTER DELTA MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,East Bay,2010-12-13,20007768,Closed,Failure to Report Breach to Resident (HSC 1280.15(b)(2)),Breach to person/entity outside facility/hc system,No,FTR RES,,1100.0,1100.0
124,HIGHLAND HOSPITAL,GENERAL ACUTE CARE HOSPITAL,East Bay,2011-01-10,20007812,Closed,Failure to Report Adverse Events to CDPH (HSC 1280.4),AE17 - Stage 3 or 4 ulcer acquired after admission,No,FTR AE,,3200.0,3200.0
125,JOHN MUIR HOME HEALTH SERVICES,HOME HEALTH AGENCY,East Bay,2011-01-11,20007825,Closed,Failure to Report Breach to CDPH (HSC 1280.15(b)(1)),Breach by h/c worker within facility/hc system,No,FTR BR,,800.0,800.0
126,KINDRED AT HOME,HOME HEALTH AGENCY,East Bay,2011-01-12,20007835,Closed,Failure to Report Breach to Resident (HSC 1280.15(b)(2)),Breach to person/entity outside facility/hc system,No,FTR RES,,300.0,300.0
127,KINDRED AT HOME,HOME HEALTH AGENCY,East Bay,2011-01-12,20007839,Closed,Failure to Report Breach to Resident (HSC 1280.15(b)(2)),Breach to person/entity outside facility/hc system,No,FTR RES,,200.0,200.0
128,KINDRED AT HOME,HOME HEALTH AGENCY,East Bay,2011-01-12,20007840,Closed,Failure to Report Breach to CDPH (HSC 1280.15(b)(1)),Breach to person/entity outside facility/hc system,No,FTR BR,,300.0,300.0
129,KINDRED AT HOME,HOME HEALTH AGENCY,East Bay,2011-01-12,20007841,Closed,Failure to Report Breach to Resident (HSC 1280.15(b)(2)),Breach to person/entity outside facility/hc system,No,FTR RES,,1300.0,1300.0
130,KINDRED AT HOME,HOME HEALTH AGENCY,East Bay,2011-01-12,20007842,Closed,Failure to Report Breach to Resident (HSC 1280.15(b)(2)),Breach to person/entity outside facility/hc system,No,FTR RES,,1300.0,1300.0
131,KINDRED AT HOME,HOME HEALTH AGENCY,East Bay,2011-01-12,20007843,Closed,Failure to Report Breach to Resident (HSC 1280.15(b)(2)),Breach to person/entity outside facility/hc system,No,FTR RES,,1300.0,1300.0
132,UCSF BENIOFF CHILDREN'S HOSPITAL OAKLAND,GENERAL ACUTE CARE HOSPITAL,East Bay,2011-01-13,20007844,Closed,Failure to Report Breach to CDPH (HSC 1280.15(b)(1)),Breach of IT system theft/loss of edevice/med rec,No,FTR BR,,500.0,500.0
133,UCSF BENIOFF CHILDREN'S HOSPITAL OAKLAND,GENERAL ACUTE CARE HOSPITAL,East Bay,2011-01-13,20007845,Closed,Failure to Report Breach to CDPH (HSC 1280.15(b)(1)),Breach of IT system theft/loss of edevice/med rec,No,FTR BR,,500.0,500.0
134,UCSF BENIOFF CHILDREN'S HOSPITAL OAKLAND,GENERAL ACUTE CARE HOSPITAL,East Bay,2011-01-13,20007846,Closed,Failure to Report Breach to CDPH (HSC 1280.15(b)(1)),Breach of IT system theft/loss of edevice/med rec,No,FTR BR,,500.0,500.0
135,ALTA BATES SUMMIT MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,East Bay,2011-02-17,20007949,Closed,Failure to Report Adverse Events to CDPH (HSC 1280.4),AE04 - Retention of a foreign object in a patient,No,FTR AE,,300.0,300.0
136,JOHN MUIR MEDICAL CENTER-WALNUT CREEK CAMPUS,GENERAL ACUTE CARE HOSPITAL,East Bay,2011-02-17,20007950,Closed,Failure to Report Adverse Events to CDPH (HSC 1280.4),AE17 - Stage 3 or 4 ulcer acquired after admission,No,FTR AE,,500.0,500.0
137,JOHN MUIR MEDICAL CENTER-WALNUT CREEK CAMPUS,GENERAL ACUTE CARE HOSPITAL,East Bay,2011-03-01,20007953,Closed,Failure to Report Breach to CDPH (HSC 1280.15(b)(1)),Breach to person/entity outside facility/hc system,No,FTR BR,,8000.0,8000.0
138,JOHN MUIR MEDICAL CENTER-WALNUT CREEK CAMPUS,GENERAL ACUTE CARE HOSPITAL,East Bay,2011-03-01,20007954,Closed,Failure to Report Breach to Resident (HSC 1280.15(b)(2)),Breach to person/entity outside facility/hc system,No,FTR RES,,8000.0,8000.0
139,WASHINGTON HOSPITAL,GENERAL ACUTE CARE HOSPITAL,East Bay,2011-03-30,20008075,Closed,Failure to Report Breach to CDPH (HSC 1280.15(b)(1)),Breach by h/c worker within facility/hc system,No,FTR BR,,1300.0,1300.0
140,WASHINGTON HOSPITAL,GENERAL ACUTE CARE HOSPITAL,East Bay,2011-03-30,20008077,Closed,Failure to Report Breach to Resident (HSC 1280.15(b)(2)),Patient Record,No,FTR RES,,600.0,600.0
141,JOHN MUIR MEDICAL CENTER-WALNUT CREEK CAMPUS,GENERAL ACUTE CARE HOSPITAL,East Bay,2011-05-05,20008214,Closed,Failure to Report Breach to CDPH (HSC 1280.15(b)(1)),Breach to person/entity outside facility/hc system,No,FTR BR,,2300.0,2300.0
142,SUTTER DELTA MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,East Bay,2011-05-05,20008218,Closed,Failure to Report Adverse Events to CDPH (HSC 1280.4),AE04 - Retention of a foreign object in a patient,Yes,FTR AE,,5500.0,5500.0
143,DOCTORS MEDICAL CENTER - SAN PABLO,GENERAL ACUTE CARE HOSPITAL,East Bay,2011-05-12,20008227,Closed,Failure to Report Breach to CDPH (HSC 1280.15(b)(1)),Breach of IT system theft/loss of edevice/med rec,No,FTR BR,,200.0,200.0
144,JOHN MUIR MEDICAL CENTER-CONCORD CAMPUS,GENERAL ACUTE CARE HOSPITAL,East Bay,2011-08-01,20008427,Closed,Failure to Report Adverse Events to CDPH (HSC 1280.4),AE17 - Stage 3 or 4 ulcer acquired after admission,No,FTR AE,,500.0,500.0
145,JOHN MUIR MEDICAL CENTER-CONCORD CAMPUS,GENERAL ACUTE CARE HOSPITAL,East Bay,2011-08-30,20008518,Closed,Failure to Report Adverse Events to CDPH (HSC 1280.4),AE22 - Death associated with a fall,No,FTR AE,,2000.0,2000.0
146,JOHN MUIR MEDICAL CENTER-WALNUT CREEK CAMPUS,GENERAL ACUTE CARE HOSPITAL,East Bay,2011-10-26,20008677,Closed,Failure to Report Breach to CDPH (HSC 1280.15(b)(1)),Breach to person/entity outside facility/hc system,No,FTR BR,,13200.0,13200.0
147,JOHN MUIR MEDICAL CENTER-WALNUT CREEK CAMPUS,GENERAL ACUTE CARE HOSPITAL,East Bay,2011-10-26,20008679,Closed,Failure to Report Breach to Resident (HSC 1280.15(b)(2)),Breach to person/entity outside facility/hc system,No,FTR RES,,13000.0,13000.0
148,KAISER FOUNDATION HOSPITAL - OAKLAND/RICHMOND,GENERAL ACUTE CARE HOSPITAL,East Bay,2011-12-14,20008742,Closed,AP - Immediate Jeopardy (HSC 1280.3),AE28 - Adverse event or series of adverse events,No,AP IJ,,75000.0,75000.0
149,DOCTORS MEDICAL CENTER - SAN PABLO,GENERAL ACUTE CARE HOSPITAL,East Bay,2011-12-13,20008802,Closed,Failure to Report Breach to CDPH (HSC 1280.15(b)(1)),Patient Rights,No,FTR BR,,200.0,200.0
150,ALTA BATES SUMMIT MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,East Bay,2012-05-23,20008812,Closed,AP - Immediate Jeopardy (HSC 1280.3),AE12 - Medication error,No,AP IJ,,50000.0,50000.0
151,ALTA BATES SUMMIT MEDICAL CENTER-ALTA BATES CAMPUS,GENERAL ACUTE CARE HOSPITAL,East Bay,2012-01-24,20009043,Closed,Failure to Report Adverse Events to CDPH (HSC 1280.4),AE17 - Stage 3 or 4 ulcer acquired after admission,No,FTR AE,,1800.0,1800.0
152,JOHN MUIR MEDICAL CENTER-WALNUT CREEK CAMPUS,GENERAL ACUTE CARE HOSPITAL,East Bay,2012-03-06,20009075,Closed,Failure to Report Breach to CDPH (HSC 1280.15(b)(1)),Breach to person/entity outside facility/hc system,No,FTR BR,,300.0,300.0
153,JOHN MUIR MEDICAL CENTER-WALNUT CREEK CAMPUS,GENERAL ACUTE CARE HOSPITAL,East Bay,2012-03-06,20009076,Closed,Failure to Report Breach to Resident (HSC 1280.15(b)(2)),Breach to person/entity outside facility/hc system,No,FTR RES,,300.0,300.0
154,KAISER FOUNDATION HOSPITAL - OAKLAND/RICHMOND,GENERAL ACUTE CARE HOSPITAL,East Bay,2012-05-24,20009089,Closed,AP - Immediate Jeopardy (HSC 1280.3),AE05 - Death during or up to 24 hours after surgery,No,AP IJ,,100000.0,100000.0
155,KAISER FOUNDATION HOSPITAL - FREMONT,GENERAL ACUTE CARE HOSPITAL,East Bay,2012-04-19,20009115,Closed,AP - Breach (HSC 1280.15),Breach by h/c worker within facility/hc system,No,AP BR,,50000.0,50000.0
156,ALTA BATES SUMMIT MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,East Bay,2012-04-11,20009215,Closed,Failure to Report Breach to CDPH (HSC 1280.15(b)(1)),Breach to person/entity outside facility/hc system,No,FTR BR,,900.0,900.0
157,JOHN MUIR MEDICAL CENTER-WALNUT CREEK CAMPUS,GENERAL ACUTE CARE HOSPITAL,East Bay,2012-04-27,20009225,Closed,Failure to Report Breach to Resident (HSC 1280.15(b)(2)),Breach to person/entity outside facility/hc system,No,FTR RES,,13100.0,13100.0
158,JOHN MUIR MEDICAL CENTER-WALNUT CREEK CAMPUS,GENERAL ACUTE CARE HOSPITAL,East Bay,2012-04-27,20009226,Closed,Failure to Report Breach to CDPH (HSC 1280.15(b)(1)),Breach to person/entity outside facility/hc system,No,FTR BR,,13100.0,13100.0
159,JOHN MUIR MEDICAL CENTER-CONCORD CAMPUS,GENERAL ACUTE CARE HOSPITAL,East Bay,2012-05-07,20009280,Closed,Failure to Report Adverse Events to CDPH (HSC 1280.4),AE08 - Death/disability due to intravascular air embolism,No,FTR AE,,11500.0,11500.0
160,ALTA BATES SUMMIT MEDICAL CENTER-ALTA BATES CAMPUS,GENERAL ACUTE CARE HOSPITAL,East Bay,2012-06-20,20009290,Closed,AP - Immediate Jeopardy (HSC 1280.3),AE11 - Suicide/attempted suicide,No,AP IJ,,50000.0,50000.0
161,CORAM CVS/SPECIALTY INFUSION SERVICES,HOME HEALTH AGENCY,East Bay,2012-07-23,20009399,Closed,Failure to Report Breach to CDPH (HSC 1280.15(b)(1)),Breach to person/entity outside facility/hc system,No,FTR BR,,100.0,100.0
162,"MAXIM HEALTHCARE SERVICES, INC.",HOME HEALTH AGENCY,East Bay,2012-07-26,20009410,Closed,Failure to Report Breach to CDPH (HSC 1280.15(b)(1)),Breach by h/c worker within facility/hc system,No,FTR BR,,500.0,500.0
163,"MAXIM HEALTHCARE SERVICES, INC.",HOME HEALTH AGENCY,East Bay,2012-09-19,20009416,Closed,Failure to Report Breach to CDPH (HSC 1280.15(b)(1)),Breach by h/c worker within facility/hc system,No,FTR BR,,900.0,900.0
164,WASHINGTON HOSPITAL,GENERAL ACUTE CARE HOSPITAL,East Bay,2012-10-12,20009550,Closed,Failure to Report Adverse Events to CDPH (HSC 1280.4),AE04 - Retention of a foreign object in a patient,No,FTR AE,,400.0,400.0
165,WASHINGTON HOSPITAL,GENERAL ACUTE CARE HOSPITAL,East Bay,2012-10-12,20009551,Closed,Failure to Report Adverse Events to CDPH (HSC 1280.4),AE04 - Retention of a foreign object in a patient,No,FTR AE,,400.0,400.0
166,JOHN MUIR MEDICAL CENTER-WALNUT CREEK CAMPUS,GENERAL ACUTE CARE HOSPITAL,East Bay,2013-02-28,20009758,Closed,Failure to Report Adverse Events to CDPH (HSC 1280.4),AE03 - Wrong surgical procedure performed on a patient,No,FTR AE,,500.0,500.0
167,WASHINGTON HOSPITAL,GENERAL ACUTE CARE HOSPITAL,East Bay,2013-03-01,20009765,Closed,Failure to Report Adverse Events to CDPH (HSC 1280.4),AE17 - Stage 3 or 4 ulcer acquired after admission,No,FTR AE,,18000.0,18000.0
168,JOHN MUIR MEDICAL CENTER-WALNUT CREEK CAMPUS,GENERAL ACUTE CARE HOSPITAL,East Bay,2013-05-01,20009843,Closed,Failure to Report Breach to CDPH (HSC 1280.15(b)(1)),Patient Rights,No,FTR BR,,400.0,400.0
169,SAN RAMON REGIONAL MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,East Bay,2013-05-06,20009878,Closed,Failure to Report Breach to Resident (HSC 1280.15(b)(2)),Breach to person/entity outside facility/hc system,No,FTR RES,,600.0,600.0
170,SAN RAMON REGIONAL MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,East Bay,2013-05-06,20009879,Closed,Failure to Report Breach to CDPH (HSC 1280.15(b)(1)),Breach to person/entity outside facility/hc system,No,FTR BR,,700.0,700.0
171,EDEN MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,East Bay,2013-05-14,20009894,Closed,Failure to Report Breach to Resident (HSC 1280.15(b)(2)),Breach by h/c worker within facility/hc system,No,FTR RES,,1300.0,1300.0
172,EDEN MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,East Bay,2013-05-14,20009895,Closed,Failure to Report Breach to CDPH (HSC 1280.15(b)(1)),Breach by h/c worker within facility/hc system,No,FTR BR,,1300.0,1300.0
173,SAN LEANDRO HOSPITAL,GENERAL ACUTE CARE HOSPITAL,East Bay,2013-06-03,20009922,Closed,Failure to Report Adverse Events to CDPH (HSC 1280.4),AE17 - Stage 3 or 4 ulcer acquired after admission,No,FTR AE,,400.0,400.0
174,ALTA BATES SUMMIT MEDICAL CENTER-ALTA BATES CAMPUS,GENERAL ACUTE CARE HOSPITAL,East Bay,2014-02-27,20010511,Closed,AP - Immediate Jeopardy (HSC 1280.3),AE12 - Medication error,No,AP IJ,,75000.0,75000.0
175,ALTA BATES SUMMIT MEDICAL CENTER-ALTA BATES CAMPUS,GENERAL ACUTE CARE HOSPITAL,East Bay,2014-03-11,20010533,Closed,AP - Immediate Jeopardy (HSC 1280.3),AE28 - Adverse event or series of adverse events,No,AP IJ,,100000.0,100000.0
176,ALTA BATES SUMMIT MEDICAL CENTER-ALTA BATES CAMPUS,GENERAL ACUTE CARE HOSPITAL,East Bay,2014-04-02,20010583,Closed,Failure to Report Adverse Events to CDPH (HSC 1280.4),AE28 - Adverse event or series of adverse events,No,FTR AE,,18700.0,18700.0
177,UCSF BENIOFF CHILDREN'S HOSPITAL OAKLAND,GENERAL ACUTE CARE HOSPITAL,East Bay,2014-12-04,20011156,Closed,Failure to Report Adverse Events to CDPH (HSC 1280.4),AE17 - Stage 3 or 4 ulcer acquired after admission,No,FTR AE,,8100.0,8100.0
178,KAISER FOUNDATION HOSPITAL - ANTIOCH,GENERAL ACUTE CARE HOSPITAL,East Bay,2015-03-11,20011316,Closed,Failure to Report Adverse Events to CDPH (HSC 1280.4),AE17 - Stage 3 or 4 ulcer acquired after admission,No,FTR AE,,400.0,400.0
179,KAISER FOUNDATION HOSPITAL - ANTIOCH,GENERAL ACUTE CARE HOSPITAL,East Bay,2015-04-21,20011395,Closed,AP - Non-Immediate Jeopardy (HSC 1280.3),AE04 - Retention of a foreign object in a patient,No,AP NON-IJ,,14392.0,14392.0
180,KAISER FOUNDATION HOSPITAL - WALNUT CREEK,GENERAL ACUTE CARE HOSPITAL,East Bay,2016-10-20,20012655,Closed,Failure to Report Breach to CDPH (HSC 1280.15(b)(1)),Breach to person/entity outside facility/hc system,No,FTR BR,,600.0,600.0
181,KAISER FOUNDATION HOSPITAL - WALNUT CREEK,GENERAL ACUTE CARE HOSPITAL,East Bay,2017-02-22,20012990,Closed,AP - Non-Immediate Jeopardy (HSC 1280.3),Other Non-Immediate Jeopardy (not an AE),No,AP NON-IJ,,3750.0,3750.0
182,EDEN MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,East Bay,2017-09-07,20013070,Closed,AP - Non-Immediate Jeopardy (HSC 1280.3),Other Non-Immediate Jeopardy (not an AE),No,AP NON-IJ,,12487.0,12487.0
183,CONTRA COSTA REGIONAL MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,East Bay,2017-05-16,20013180,Closed,AP - Non-Immediate Jeopardy (HSC 1280.3),AE12 - Medication error,No,AP NON-IJ,,14520.0,14520.0
184,JOHN MUIR MEDICAL CENTER-CONCORD CAMPUS,GENERAL ACUTE CARE HOSPITAL,East Bay,2017-09-08,20013191,Closed,AP - Non-Immediate Jeopardy (HSC 1280.3),Other Non-Immediate Jeopardy (not an AE),No,AP NON-IJ,,12720.0,12720.0
185,KAISER FOUNDATION HOSPITAL - OAKLAND/RICHMOND,GENERAL ACUTE CARE HOSPITAL,East Bay,2017-10-18,20013546,Closed,AP - Immediate Jeopardy (HSC 1280.3),AE28 - Adverse event or series of adverse events,No,AP IJ,,75000.0,75000.0
186,ALTA BATES SUMMIT MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,East Bay,2018-01-18,20013743,Open,AP - Non-Immediate Jeopardy (HSC 1280.3),AE04 - Retention of a foreign object in a patient,No,AP NON-IJ,,4125.0,4125.0
187,KAISER FOUNDATION HOSPITAL - SAN LEANDRO,GENERAL ACUTE CARE HOSPITAL,East Bay,2018-01-22,20013747,Closed,AP - Non-Immediate Jeopardy (HSC 1280.3),AE12 - Medication error,No,AP NON-IJ,,10781.0,10781.0
188,HIGHLAND HOSPITAL,GENERAL ACUTE CARE HOSPITAL,East Bay,2017-11-28,20013802,Closed,AP - Breach (HSC 1280.15),Deliberate breach of PHI by health care worker,No,AP BR,,7500.0,7500.0
189,EDEN MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,East Bay,2018-02-28,20013943,Closed,AP - Breach (HSC 1280.15),Deliberate breach by person other than a h/c worker,No,AP BR,,10000.0,10000.0
190,STANFORD HEALTH CARE - VALLEYCARE,GENERAL ACUTE CARE HOSPITAL,East Bay,2018-04-24,20014023,Closed,AP - Non-Immediate Jeopardy (HSC 1280.3),AE01 - Surgery performed on a wrong body part,No,AP NON-IJ,,13200.0,13200.0
191,VITAS HEALTHCARE CORPORATION OF CALIFORNIA,HOSPICE,East Bay,2018-04-16,20014055,Open,AP - Breach (HSC 1280.15),Breach of IT system theft/loss of edevice/med rec,Yes,AP BR,,250000.0,250000.0
192,AXIS COMMUNITY HEALTH,PRIMARY CARE CLINIC,East Bay,2018-04-13,20014071,Closed,AP - Breach (HSC 1280.15),Deliberate breach of PHI by health care worker,No,AP BR,,0.0,0.0
193,ALTA BATES SUMMIT MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,East Bay,2018-05-21,20014090,Open,AP - Non-Immediate Jeopardy (HSC 1280.3),AE04 - Retention of a foreign object in a patient,No,AP NON-IJ,,3937.0,3937.0
194,KAISER FOUNDATION HOSPITAL - OAKLAND/RICHMOND,GENERAL ACUTE CARE HOSPITAL,East Bay,2018-06-12,20014189,Closed,AP - Breach (HSC 1280.15),Deliberate breach of PHI by health care worker,No,AP BR,,12750.0,12750.0
195,KINDRED HOSPICE,HOSPICE,East Bay,2018-06-20,20014248,Closed,AP - Breach (HSC 1280.15),Deliberate breach of PHI by health care worker,No,AP BR,,37500.0,37500.0
196,EDEN MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,East Bay,2018-10-31,20014492,Closed,Failure to Report Adverse Events to CDPH (HSC 1280.4),AE17 - Stage 3 or 4 ulcer acquired after admission,No,FTR AE,,500.0,500.0
197,JOHN MUIR MEDICAL CENTER-WALNUT CREEK CAMPUS,GENERAL ACUTE CARE HOSPITAL,East Bay,2018-10-10,20014539,Closed,AP - Breach (HSC 1280.15),Deliberate breach of PHI by health care worker,No,AP BR,,49500.0,49500.0
198,SUTTER DELTA MEDICAL CENTER,GENERAL ACUTE CARE HOSPITAL,East Bay,2018-12-18,20014668,Closed,AP - Immediate Jeopardy (HSC 1280.3),AE28 - Adverse event or series of adverse events,No,AP IJ,,75000.0,75000.0
